# VulnTrends — Vulnerabilities discovered (monthly)
# Generated: 2026-07-22T18:11:15.020Z
# Total records: 55879
# Records per source: mozilla=1104, chrome=1467, msrc=26737, apple=5790, projectzero=0, pan=25, fortinet=716, cisco=0, adobe=12, nvd=32985, osv=0
# Source: https://vulntrends.org
#date,manufacturer,count
2018-03,Cisco,20
2018-03,Fortinet,1
2018-03,Microsoft,75
2018-03,Mozilla,23
2018-03,Oracle,7
2018-03,Samsung,1
2018-04,Apple,49
2018-04,Cisco,20
2018-04,Fortinet,1
2018-04,Microsoft,68
2018-04,Oracle,138
2018-05,Adobe,37
2018-05,Cisco,24
2018-05,Fortinet,3
2018-05,Microsoft,71
2018-05,Mozilla,13
2018-05,Oracle,11
2018-06,Apple,27
2018-06,Cisco,34
2018-06,Fortinet,3
2018-06,Microsoft,56
2018-06,Mozilla,4
2018-06,Oracle,13
2018-06,Samsung,1
2018-07,Adobe,168
2018-07,Cisco,32
2018-07,Microsoft,54
2018-07,Oracle,211
2018-08,Adobe,13
2018-08,Cisco,13
2018-08,Microsoft,60
2018-08,Mozilla,14
2018-08,Oracle,17
2018-08,Samsung,2
2018-09,Adobe,18
2018-09,Fortinet,1
2018-09,Microsoft,65
2018-09,Mozilla,2
2018-09,Oracle,12
2018-09,Samsung,8
2018-10,Adobe,102
2018-10,Cisco,78
2018-10,Microsoft,51
2018-10,Mozilla,15
2018-10,Oracle,177
2018-11,Adobe,4
2018-11,Apple,3
2018-11,Cisco,16
2018-11,Microsoft,64
2018-11,Oracle,1
2018-11,Palo Alto,1
2018-12,Cisco,2
2018-12,Microsoft,40
2018-12,Mozilla,12
2018-12,Oracle,5
2018-12,Palo Alto,1
2019-01,Adobe,98
2019-01,Apple,18
2019-01,Cisco,38
2019-01,Fortinet,1
2019-01,Microsoft,52
2019-01,Mozilla,10
2019-01,Oracle,164
2019-02,Cisco,21
2019-02,Fortinet,1
2019-02,Microsoft,76
2019-02,Mozilla,4
2019-02,Oracle,8
2019-03,Adobe,1
2019-03,Apple,13
2019-03,Cisco,4
2019-03,Fortinet,2
2019-03,Microsoft,67
2019-03,Mozilla,23
2019-03,Oracle,10
2019-03,Palo Alto,3
2019-03,Samsung,4
2019-04,Apple,72
2019-04,Cisco,22
2019-04,Fortinet,3
2019-04,Microsoft,74
2019-04,Oracle,168
2019-04,Palo Alto,3
2019-05,Adobe,207
2019-05,Cisco,46
2019-05,Fortinet,6
2019-05,Microsoft,80
2019-05,Mozilla,24
2019-05,Oracle,7
2019-05,Palo Alto,1
2019-06,Adobe,4
2019-06,Cisco,28
2019-06,Fortinet,4
2019-06,Microsoft,89
2019-06,Mozilla,7
2019-06,Oracle,6
2019-06,Samsung,1
2019-07,Adobe,11
2019-07,Apple,2
2019-07,Cisco,19
2019-07,Microsoft,78
2019-07,Oracle,164
2019-07,Palo Alto,2
2019-08,Adobe,118
2019-08,Apple,3
2019-08,Cisco,47
2019-08,Fortinet,4
2019-08,Microsoft,96
2019-08,Mozilla,20
2019-08,Oracle,9
2019-08,Palo Alto,1
2019-09,Adobe,7
2019-09,Cisco,7
2019-09,Microsoft,81
2019-09,Mozilla,9
2019-09,Oracle,12
2019-09,Samsung,1
2019-10,Adobe,85
2019-10,Cisco,54
2019-10,Fortinet,1
2019-10,Microsoft,62
2019-10,Mozilla,16
2019-10,Oracle,145
2019-10,Palo Alto,2
2019-11,Adobe,11
2019-11,Cisco,24
2019-11,Fortinet,3
2019-11,Microsoft,77
2019-11,Oracle,10
2019-12,Adobe,27
2019-12,Apple,116
2019-12,Microsoft,37
2019-12,Oracle,22
2019-12,Samsung,1
2020-01,Adobe,11
2020-01,Apple,1
2020-01,Cisco,29
2020-01,Fortinet,6
2020-01,Microsoft,49
2020-01,Mozilla,7
2020-01,Oracle,208
2020-01,Samsung,5
2020-02,Adobe,45
2020-02,Apple,15
2020-02,Cisco,23
2020-02,Fortinet,7
2020-02,Microsoft,101
2020-02,Mozilla,10
2020-02,Oracle,10
2020-02,Palo Alto,2
2020-02,Samsung,2
2020-03,Adobe,42
2020-03,Cisco,13
2020-03,Fortinet,11
2020-03,Microsoft,117
2020-03,Mozilla,12
2020-03,Oracle,20
2020-04,Apple,23
2020-04,Cisco,15
2020-04,Fortinet,2
2020-04,Microsoft,113
2020-04,Oracle,237
2020-04,Palo Alto,8
2020-05,Apple,1
2020-05,Cisco,42
2020-05,Microsoft,115
2020-05,Mozilla,1
2020-05,Oracle,16
2020-05,Palo Alto,1
2020-06,Adobe,96
2020-06,Apple,15
2020-06,Cisco,28
2020-06,Fortinet,7
2020-06,Microsoft,132
2020-06,Mozilla,2
2020-06,Oracle,16
2020-06,Palo Alto,2
2020-07,Adobe,28
2020-07,Cisco,29
2020-07,Microsoft,124
2020-07,Mozilla,29
2020-07,Oracle,185
2020-08,Adobe,28
2020-08,Cisco,32
2020-08,Microsoft,306
2020-08,Mozilla,11
2020-08,Oracle,8
2020-09,Adobe,21
2020-09,Apple,1
2020-09,Cisco,38
2020-09,Fortinet,4
2020-09,Microsoft,271
2020-09,Mozilla,6
2020-09,Oracle,11
2020-10,Adobe,21
2020-10,Apple,63
2020-10,Cisco,41
2020-10,Fortinet,1
2020-10,Microsoft,148
2020-10,Mozilla,6
2020-10,Oracle,115
2020-10,Samsung,1
2020-11,Adobe,17
2020-11,Apple,1
2020-11,Cisco,45
2020-11,Fortinet,1
2020-11,Microsoft,140
2020-11,Mozilla,21
2020-11,Oracle,10
2020-12,Adobe,4
2020-12,Apple,17
2020-12,Cisco,4
2020-12,Microsoft,103
2020-12,Mozilla,13
2020-12,Oracle,19
2020-12,Palo Alto,2
2021-01,Adobe,8
2021-01,Cisco,138
2021-01,Fortinet,5
2021-01,Microsoft,180
2021-01,Mozilla,15
2021-01,Oracle,136
2021-02,Adobe,36
2021-02,Cisco,14
2021-02,Fortinet,2
2021-02,Microsoft,98
2021-02,Mozilla,13
2021-02,Oracle,13
2021-02,Palo Alto,1
2021-03,Adobe,16
2021-03,Apple,1
2021-03,Cisco,11
2021-03,Fortinet,1
2021-03,Microsoft,181
2021-03,Mozilla,11
2021-03,Oracle,27
2021-03,Palo Alto,1
2021-03,Samsung,18
2021-04,Adobe,16
2021-04,Apple,9
2021-04,Cisco,32
2021-04,Fortinet,3
2021-04,Microsoft,217
2021-04,Mozilla,20
2021-04,Oracle,148
2021-04,Palo Alto,2
2021-04,Samsung,9
2021-05,Adobe,1
2021-05,Cisco,40
2021-05,Fortinet,1
2021-05,Microsoft,125
2021-05,Mozilla,2
2021-05,Oracle,6
2021-06,Adobe,19
2021-06,Apple,2
2021-06,Cisco,21
2021-06,Fortinet,3
2021-06,Microsoft,114
2021-06,Mozilla,1
2021-06,Oracle,18
2021-06,Palo Alto,4
2021-06,Samsung,15
2021-07,Adobe,1
2021-07,Cisco,20
2021-07,Fortinet,16
2021-07,Microsoft,229
2021-07,Mozilla,12
2021-07,Oracle,142
2021-07,Palo Alto,2
2021-07,Samsung,7
2021-08,Adobe,79
2021-08,Apple,12
2021-08,Cisco,16
2021-08,Fortinet,17
2021-08,Microsoft,98
2021-08,Mozilla,12
2021-08,Oracle,28
2021-08,Samsung,2
2021-09,Adobe,146
2021-09,Apple,18
2021-09,Cisco,15
2021-09,Fortinet,7
2021-09,Microsoft,130
2021-09,Oracle,5
2021-09,Palo Alto,2
2021-09,Samsung,5
2021-10,Adobe,13
2021-10,Apple,9
2021-10,Cisco,38
2021-10,Fortinet,6
2021-10,Microsoft,180
2021-10,Oracle,100
2021-10,Palo Alto,1
2021-10,Samsung,8
2021-11,Adobe,45
2021-11,Cisco,15
2021-11,Fortinet,18
2021-11,Microsoft,108
2021-11,Oracle,6
2021-11,Palo Alto,3
2021-11,Samsung,6
2021-12,Adobe,28
2021-12,Apple,2
2021-12,Fortinet,34
2021-12,Microsoft,198
2021-12,Mozilla,2
2021-12,Oracle,7
2021-12,Samsung,9
2022-01,Adobe,46
2022-01,Cisco,16
2022-01,Microsoft,355
2022-01,Mozilla,19
2022-01,Oracle,89
2022-01,Palo Alto,4
2022-01,Samsung,8
2022-02,Adobe,18
2022-02,Apple,3
2022-02,Cisco,5
2022-02,Fortinet,8
2022-02,Microsoft,143
2022-02,Mozilla,2
2022-02,Oracle,6
2022-02,Palo Alto,7
2022-02,Samsung,9
2022-03,Adobe,53
2022-03,Apple,20
2022-03,Fortinet,11
2022-03,Microsoft,201
2022-03,Oracle,9
2022-03,Samsung,8
2022-04,Adobe,1
2022-04,Cisco,33
2022-04,Fortinet,20
2022-04,Microsoft,269
2022-04,Oracle,70
2022-04,Samsung,16
2022-05,Adobe,97
2022-05,Apple,5
2022-05,Cisco,39
2022-05,Fortinet,9
2022-05,Microsoft,166
2022-05,Mozilla,15
2022-05,Oracle,11
2022-05,Palo Alto,3
2022-05,Samsung,4
2022-06,Adobe,47
2022-06,Apple,1
2022-06,Cisco,8
2022-06,Fortinet,7
2022-06,Microsoft,122
2022-06,Mozilla,22
2022-06,Oracle,4
2022-06,Samsung,20
2022-07,Adobe,34
2022-07,Apple,1
2022-07,Cisco,39
2022-07,Fortinet,11
2022-07,Microsoft,140
2022-07,Mozilla,8
2022-07,Oracle,87
2022-07,Samsung,9
2022-08,Adobe,27
2022-08,Apple,1
2022-08,Cisco,8
2022-08,Fortinet,3
2022-08,Microsoft,236
2022-08,Mozilla,8
2022-08,Samsung,13
2022-09,Adobe,66
2022-09,Apple,15
2022-09,Cisco,11
2022-09,Fortinet,12
2022-09,Microsoft,171
2022-09,Mozilla,15
2022-09,Palo Alto,1
2022-09,Samsung,31
2022-10,Adobe,33
2022-10,Apple,1
2022-10,Cisco,8
2022-10,Fortinet,11
2022-10,Microsoft,177
2022-10,Mozilla,8
2022-10,Oracle,52
2022-10,Samsung,22
2022-11,Apple,10
2022-11,Cisco,42
2022-11,Fortinet,16
2022-11,Microsoft,106
2022-11,Mozilla,22
2022-11,Oracle,3
2022-11,Palo Alto,1
2022-11,Samsung,5
2022-12,Adobe,39
2022-12,Apple,13
2022-12,Fortinet,7
2022-12,Microsoft,139
2022-12,Mozilla,9
2022-12,Oracle,1
2022-12,Samsung,4
2023-01,Adobe,31
2023-01,Apple,1
2023-01,Cisco,18
2023-01,Fortinet,5
2023-01,Microsoft,177
2023-01,Mozilla,25
2023-01,Oracle,61
2023-02,Adobe,28
2023-02,Apple,13
2023-02,Cisco,6
2023-02,Fortinet,40
2023-02,Microsoft,162
2023-02,Mozilla,22
2023-02,Oracle,1
2023-02,Palo Alto,3
2023-02,Samsung,9
2023-03,Adobe,106
2023-03,Cisco,20
2023-03,Fortinet,17
2023-03,Microsoft,192
2023-03,Mozilla,13
2023-03,Oracle,1
2023-03,Samsung,4
2023-04,Adobe,57
2023-04,Apple,1
2023-04,Cisco,20
2023-04,Fortinet,20
2023-04,Microsoft,198
2023-04,Mozilla,26
2023-04,Oracle,80
2023-04,Palo Alto,1
2023-05,Adobe,14
2023-05,Apple,6
2023-05,Cisco,16
2023-05,Fortinet,9
2023-05,Microsoft,99
2023-05,Mozilla,8
2023-05,Samsung,10
2023-06,Adobe,18
2023-06,Apple,9
2023-06,Cisco,11
2023-06,Fortinet,25
2023-06,Microsoft,151
2023-06,Palo Alto,1
2023-06,Samsung,1
2023-07,Adobe,22
2023-07,Apple,12
2023-07,Cisco,2
2023-07,Fortinet,4
2023-07,Microsoft,218
2023-07,Mozilla,2
2023-07,Oracle,44
2023-07,Samsung,7
2023-08,Adobe,37
2023-08,Apple,1
2023-08,Cisco,25
2023-08,Fortinet,1
2023-08,Microsoft,166
2023-08,Mozilla,16
2023-08,Oracle,1
2023-08,Samsung,7
2023-09,Adobe,61
2023-09,Apple,9
2023-09,Cisco,15
2023-09,Fortinet,13
2023-09,Microsoft,122
2023-09,Mozilla,12
2023-09,Oracle,2
2023-09,Palo Alto,1
2023-09,Samsung,9
2023-10,Adobe,12
2023-10,Apple,4
2023-10,Cisco,3
2023-10,Fortinet,40
2023-10,Microsoft,208
2023-10,Mozilla,13
2023-10,Oracle,51
2023-10,Samsung,4
2023-11,Adobe,70
2023-11,Apple,2
2023-11,Cisco,38
2023-11,Fortinet,20
2023-11,Microsoft,131
2023-11,Mozilla,12
2023-11,Palo Alto,1
2023-11,Samsung,17
2023-12,Adobe,220
2023-12,Apple,2
2023-12,Cisco,1
2023-12,Fortinet,12
2023-12,Microsoft,82
2023-12,Mozilla,22
2023-12,Samsung,11
2024-01,Adobe,8
2024-01,Apple,27
2024-01,Cisco,11
2024-01,Fortinet,5
2024-01,Microsoft,125
2024-01,Mozilla,16
2024-01,Oracle,30
2024-01,Samsung,6
2024-02,Adobe,38
2024-02,Apple,1
2024-02,Cisco,7
2024-02,Fortinet,8
2024-02,Microsoft,139
2024-02,Mozilla,17
2024-02,Oracle,43
2024-02,Samsung,8
2024-03,Adobe,56
2024-03,Apple,89
2024-03,Cisco,11
2024-03,Fortinet,9
2024-03,Microsoft,100
2024-03,Mozilla,15
2024-03,Palo Alto,2
2024-03,Samsung,6
2024-04,Adobe,29
2024-04,Apple,2
2024-04,Cisco,17
2024-04,Fortinet,15
2024-04,Microsoft,230
2024-04,Mozilla,16
2024-04,Oracle,128
2024-04,Palo Alto,1
2024-04,Samsung,5
2024-05,Adobe,45
2024-05,Apple,42
2024-05,Cisco,17
2024-05,Fortinet,19
2024-05,Microsoft,182
2024-05,Mozilla,18
2024-05,Samsung,7
2024-06,Adobe,167
2024-06,Apple,24
2024-06,Cisco,2
2024-06,Fortinet,10
2024-06,Microsoft,257
2024-06,Mozilla,18
2024-06,Palo Alto,5
2024-06,Samsung,2
2024-07,Adobe,10
2024-07,Apple,74
2024-07,Cisco,9
2024-07,Fortinet,12
2024-07,Microsoft,227
2024-07,Mozilla,16
2024-07,Oracle,44
2024-07,Palo Alto,1
2024-07,Samsung,6
2024-08,Adobe,89
2024-08,Cisco,9
2024-08,Fortinet,5
2024-08,Microsoft,275
2024-08,Palo Alto,2
2024-08,Samsung,17
2024-09,Adobe,28
2024-09,Apple,110
2024-09,Cisco,9
2024-09,Fortinet,10
2024-09,Microsoft,341
2024-09,Mozilla,17
2024-09,Palo Alto,2
2024-09,Samsung,7
2024-10,Adobe,54
2024-10,Apple,105
2024-10,Cisco,64
2024-10,Fortinet,3
2024-10,Microsoft,447
2024-10,Mozilla,16
2024-10,Oracle,64
2024-10,Palo Alto,7
2024-10,Samsung,3
2024-11,Adobe,57
2024-11,Apple,2
2024-11,Cisco,73
2024-11,Fortinet,18
2024-11,Microsoft,368
2024-11,Mozilla,18
2024-11,Oracle,2
2024-11,Palo Alto,1
2024-11,Samsung,5
2024-12,Adobe,174
2024-12,Apple,78
2024-12,Fortinet,7
2024-12,Microsoft,253
2024-12,Mozilla,3
2024-12,Oracle,1
2024-12,Palo Alto,1
2024-12,Samsung,4
2025-01,Adobe,14
2025-01,Apple,73
2025-01,Cisco,8
2025-01,Fortinet,53
2025-01,Microsoft,398
2025-01,Mozilla,2
2025-01,Oracle,80
2025-01,Palo Alto,5
2025-02,Adobe,51
2025-02,Apple,1
2025-02,Cisco,15
2025-02,Fortinet,16
2025-02,Microsoft,127
2025-02,Mozilla,4
2025-02,Samsung,6
2025-03,Adobe,43
2025-03,Apple,139
2025-03,Cisco,2
2025-03,Fortinet,30
2025-03,Microsoft,358
2025-03,Mozilla,14
2025-03,Palo Alto,1
2025-03,Samsung,21
2025-04,Adobe,52
2025-04,Apple,40
2025-04,Cisco,6
2025-04,Fortinet,11
2025-04,Microsoft,254
2025-04,Mozilla,18
2025-04,Oracle,46
2025-04,Palo Alto,1
2025-04,Samsung,2
2025-05,Adobe,40
2025-05,Apple,69
2025-05,Cisco,23
2025-05,Fortinet,10
2025-05,Microsoft,218
2025-05,Mozilla,19
2025-05,Oracle,1
2025-05,Palo Alto,1
2025-05,Samsung,12
2025-06,Adobe,255
2025-06,Cisco,14
2025-06,Fortinet,15
2025-06,Microsoft,107
2025-06,Mozilla,16
2025-06,Oracle,1
2025-06,Palo Alto,2
2025-06,Samsung,7
2025-07,Adobe,71
2025-07,Apple,96
2025-07,Cisco,11
2025-07,Fortinet,8
2025-07,Microsoft,451
2025-07,Mozilla,22
2025-07,Oracle,52
2025-07,Samsung,18
2025-08,Adobe,79
2025-08,Apple,1
2025-08,Cisco,12
2025-08,Fortinet,14
2025-08,Microsoft,384
2025-08,Mozilla,15
2025-08,Samsung,6
2025-09,Adobe,24
2025-09,Apple,96
2025-09,Cisco,10
2025-09,Fortinet,2
2025-09,Microsoft,1703
2025-09,Mozilla,15
2025-09,Oracle,1
2025-09,Samsung,12
2025-10,Adobe,36
2025-10,Cisco,3
2025-10,Fortinet,31
2025-10,Microsoft,668
2025-10,Mozilla,15
2025-10,Oracle,68
2025-10,Samsung,12
2025-11,Adobe,29
2025-11,Apple,134
2025-11,Cisco,13
2025-11,Fortinet,18
2025-11,Microsoft,269
2025-11,Mozilla,16
2025-11,Samsung,4
2025-12,Adobe,135
2025-12,Apple,47
2025-12,Cisco,1
2025-12,Fortinet,18
2025-12,Microsoft,403
2025-12,Mozilla,3
2025-12,Samsung,7
2026-01,Adobe,25
2026-01,Apple,6
2026-01,Cisco,4
2026-01,Fortinet,8
2026-01,Microsoft,312
2026-01,Mozilla,20
2026-01,Oracle,60
2026-01,Palo Alto,1
2026-01,Samsung,3
2026-02,Adobe,44
2026-02,Apple,83
2026-02,Cisco,10
2026-02,Fortinet,9
2026-02,Microsoft,163
2026-02,Mozilla,52
2026-02,Samsung,5
2026-03,Adobe,81
2026-03,Apple,67
2026-03,Cisco,28
2026-03,Fortinet,22
2026-03,Microsoft,464
2026-03,Mozilla,51
2026-03,Oracle,2
2026-03,Samsung,12
2026-04,Adobe,54
2026-04,Apple,21
2026-04,Cisco,18
2026-04,Fortinet,29
2026-04,Microsoft,747
2026-04,Mozilla,48
2026-04,Oracle,76
2026-04,Palo Alto,3
2026-04,Samsung,18
2026-05,Adobe,51
2026-05,Apple,94
2026-05,Cisco,14
2026-05,Fortinet,11
2026-05,Microsoft,1158
2026-05,Mozilla,38
2026-05,Oracle,29
2026-05,Palo Alto,17
2026-05,Samsung,12
2026-06,Adobe,142
2026-06,Apple,39
2026-06,Cisco,9
2026-06,Fortinet,3
2026-06,Google,59
2026-06,Microsoft,1235
2026-06,Mozilla,47
2026-06,Oracle,239
2026-06,Palo Alto,20
2026-06,Samsung,7
2026-07,Adobe,92
2026-07,Cisco,1
2026-07,Fortinet,12
2026-07,Google,50
2026-07,Microsoft,1385
2026-07,Mozilla,67
2026-07,Palo Alto,15
