# VulnTrends — Vulnerability backlog (monthly)
# Generated: 2026-07-22T18:11:15.020Z
# Total records: 55879
# Records per source: mozilla=1104, chrome=1467, msrc=26737, apple=5790, projectzero=0, pan=25, fortinet=716, cisco=0, adobe=12, nvd=32985, osv=0
# Source: https://vulntrends.org
#date,manufacturer,openCount
2013-04,Fortinet,14
2013-04,Microsoft,2099
2013-04,Mozilla,1
2013-04,Oracle,1906
2013-04,Samsung,12
2013-05,Adobe,931
2013-05,Apple,1181
2013-05,Cisco,560
2013-05,Fortinet,14
2013-05,Microsoft,2130
2013-05,Mozilla,1
2013-05,Oracle,1906
2013-05,Samsung,12
2013-06,Adobe,932
2013-06,Apple,1185
2013-06,Cisco,572
2013-06,Fortinet,15
2013-06,Microsoft,2152
2013-06,Mozilla,1
2013-06,Oracle,1948
2013-06,Samsung,12
2013-07,Adobe,939
2013-07,Apple,1185
2013-07,Cisco,605
2013-07,Fortinet,15
2013-07,Microsoft,2180
2013-07,Mozilla,1
2013-07,Oracle,2012
2013-07,Samsung,12
2013-08,Adobe,940
2013-08,Apple,1185
2013-08,Cisco,627
2013-08,Fortinet,15
2013-08,Microsoft,2192
2013-08,Mozilla,1
2013-08,Oracle,2012
2013-08,Palo Alto,1
2013-08,Samsung,14
2013-09,Adobe,955
2013-09,Apple,1194
2013-09,Cisco,656
2013-09,Fortinet,15
2013-09,Microsoft,2230
2013-09,Mozilla,1
2013-09,Oracle,2013
2013-09,Palo Alto,1
2013-09,Samsung,14
2013-10,Adobe,957
2013-10,Apple,1198
2013-10,Cisco,674
2013-10,Fortinet,15
2013-10,Microsoft,2248
2013-10,Mozilla,1
2013-10,Oracle,2118
2013-10,Palo Alto,1
2013-10,Samsung,14
2013-11,Adobe,961
2013-11,Apple,1199
2013-11,Cisco,689
2013-11,Fortinet,15
2013-11,Microsoft,2264
2013-11,Oracle,2118
2013-11,Palo Alto,1
2013-11,Samsung,14
2013-12,Adobe,965
2013-12,Apple,1209
2013-12,Cisco,714
2013-12,Fortinet,15
2013-12,Microsoft,2287
2013-12,Oracle,2119
2013-12,Palo Alto,1
2013-12,Samsung,14
2014-01,Adobe,972
2014-01,Apple,1212
2014-01,Cisco,742
2014-01,Fortinet,15
2014-01,Microsoft,2292
2014-01,Oracle,2233
2014-01,Palo Alto,1
2014-01,Samsung,14
2014-02,Adobe,978
2014-02,Apple,1225
2014-02,Cisco,773
2014-02,Fortinet,17
2014-02,Microsoft,2323
2014-02,Oracle,2236
2014-02,Palo Alto,1
2014-02,Samsung,14
2014-03,Adobe,993
2014-03,Apple,1228
2014-03,Cisco,779
2014-03,Fortinet,17
2014-03,Microsoft,2343
2014-03,Oracle,2241
2014-03,Palo Alto,1
2014-03,Samsung,14
2014-04,Adobe,998
2014-04,Apple,1243
2014-04,Cisco,792
2014-04,Fortinet,21
2014-04,Microsoft,2359
2014-04,Oracle,2340
2014-04,Palo Alto,1
2014-04,Samsung,15
2014-05,Adobe,1013
2014-05,Apple,1263
2014-05,Cisco,837
2014-05,Fortinet,22
2014-05,Microsoft,2370
2014-05,Oracle,2342
2014-05,Palo Alto,1
2014-05,Samsung,15
2014-06,Adobe,1020
2014-06,Apple,1263
2014-06,Cisco,846
2014-06,Fortinet,22
2014-06,Microsoft,2430
2014-06,Oracle,2342
2014-06,Palo Alto,1
2014-06,Samsung,17
2014-07,Adobe,1023
2014-07,Apple,1280
2014-07,Cisco,871
2014-07,Fortinet,23
2014-07,Microsoft,2454
2014-07,Oracle,2431
2014-07,Palo Alto,1
2014-07,Samsung,17
2014-08,Adobe,1032
2014-08,Apple,1289
2014-08,Cisco,887
2014-08,Fortinet,23
2014-08,Microsoft,2487
2014-08,Oracle,2431
2014-08,Palo Alto,1
2014-08,Samsung,17
2014-09,Adobe,1053
2014-09,Apple,1291
2014-09,Cisco,896
2014-09,Fortinet,23
2014-09,Microsoft,2530
2014-09,Oracle,2431
2014-09,Palo Alto,1
2014-09,Samsung,17
2014-10,Adobe,1060
2014-10,Apple,1293
2014-10,Cisco,921
2014-10,Fortinet,23
2014-10,Microsoft,2549
2014-10,Oracle,2548
2014-10,Palo Alto,1
2014-10,Samsung,18
2014-11,Adobe,1080
2014-11,Apple,1295
2014-11,Cisco,927
2014-11,Fortinet,23
2014-11,Microsoft,2574
2014-11,Oracle,2550
2014-11,Palo Alto,1
2014-11,Samsung,18
2014-12,Adobe,1106
2014-12,Apple,1307
2014-12,Cisco,943
2014-12,Fortinet,23
2014-12,Microsoft,2598
2014-12,Oracle,2551
2014-12,Palo Alto,1
2014-12,Samsung,20
2015-01,Adobe,1117
2015-01,Apple,1310
2015-01,Cisco,963
2015-01,Fortinet,23
2015-01,Microsoft,2600
2015-01,Oracle,2664
2015-01,Palo Alto,1
2015-01,Samsung,20
2015-02,Adobe,1135
2015-02,Apple,1311
2015-02,Cisco,986
2015-02,Fortinet,31
2015-02,Microsoft,2647
2015-02,Oracle,2664
2015-02,Palo Alto,1
2015-02,Samsung,22
2015-03,Adobe,1146
2015-03,Apple,1328
2015-03,Cisco,998
2015-03,Fortinet,33
2015-03,Microsoft,2668
2015-03,Oracle,2666
2015-03,Palo Alto,1
2015-03,Samsung,22
2015-04,Adobe,1169
2015-04,Apple,1342
2015-04,Cisco,1020
2015-04,Fortinet,34
2015-04,Microsoft,2687
2015-04,Oracle,2743
2015-04,Palo Alto,1
2015-04,Samsung,22
2015-05,Adobe,1218
2015-05,Apple,1349
2015-05,Cisco,1050
2015-05,Fortinet,35
2015-05,Microsoft,2718
2015-05,Oracle,2744
2015-05,Palo Alto,1
2015-05,Samsung,23
2015-06,Adobe,1238
2015-06,Apple,1349
2015-06,Cisco,1084
2015-06,Fortinet,35
2015-06,Microsoft,2750
2015-06,Oracle,2747
2015-06,Palo Alto,1
2015-06,Samsung,23
2015-07,Adobe,1323
2015-07,Apple,1367
2015-07,Cisco,1119
2015-07,Fortinet,35
2015-07,Microsoft,2791
2015-07,Oracle,2889
2015-07,Palo Alto,1
2015-07,Samsung,24
2015-08,Adobe,1358
2015-08,Apple,1412
2015-08,Cisco,1148
2015-08,Fortinet,35
2015-08,Microsoft,2828
2015-08,Oracle,2892
2015-08,Palo Alto,1
2015-08,Samsung,24
2015-09,Adobe,1383
2015-09,Apple,1459
2015-09,Cisco,1169
2015-09,Fortinet,39
2015-09,Microsoft,2859
2015-09,Oracle,2892
2015-09,Palo Alto,1
2015-09,Samsung,24
2015-10,Adobe,1465
2015-10,Apple,1477
2015-10,Cisco,1192
2015-10,Fortinet,39
2015-10,Microsoft,2881
2015-10,Oracle,3007
2015-10,Palo Alto,1
2015-10,Samsung,24
2015-11,Adobe,1487
2015-11,Apple,1478
2015-11,Cisco,1209
2015-11,Fortinet,39
2015-11,Microsoft,2918
2015-11,Oracle,3013
2015-11,Palo Alto,1
2015-11,Samsung,26
2015-12,Adobe,1586
2015-12,Apple,1495
2015-12,Cisco,1239
2015-12,Fortinet,39
2015-12,Microsoft,2964
2015-12,Oracle,3015
2015-12,Palo Alto,1
2015-12,Samsung,26
2016-01,Adobe,1603
2016-01,Apple,1504
2016-01,Cisco,1253
2016-01,Fortinet,40
2016-01,Microsoft,2987
2016-01,Oracle,3219
2016-01,Palo Alto,1
2016-01,Samsung,29
2016-02,Adobe,1635
2016-02,Apple,1513
2016-02,Cisco,1266
2016-02,Fortinet,40
2016-02,Microsoft,3011
2016-02,Oracle,3222
2016-02,Palo Alto,1
2016-02,Samsung,29
2016-03,Adobe,1672
2016-03,Apple,1527
2016-03,Cisco,1277
2016-03,Fortinet,40
2016-03,Microsoft,3035
2016-03,Oracle,3225
2016-03,Palo Alto,1
2016-03,Samsung,29
2016-04,Adobe,1701
2016-04,Apple,1528
2016-04,Cisco,1292
2016-04,Fortinet,40
2016-04,Microsoft,3064
2016-04,Oracle,3320
2016-04,Palo Alto,1
2016-04,Samsung,29
2016-05,Adobe,1798
2016-05,Apple,1536
2016-05,Cisco,1310
2016-05,Fortinet,40
2016-05,Microsoft,3121
2016-05,Oracle,3324
2016-05,Palo Alto,1
2016-05,Samsung,29
2016-06,Adobe,1847
2016-06,Apple,1541
2016-06,Cisco,1320
2016-06,Fortinet,40
2016-06,Microsoft,3158
2016-06,Oracle,3324
2016-06,Palo Alto,1
2016-06,Samsung,29
2016-07,Adobe,1930
2016-07,Apple,1563
2016-07,Cisco,1342
2016-07,Fortinet,42
2016-07,Microsoft,3198
2016-07,Oracle,3502
2016-07,Palo Alto,1
2016-07,Samsung,29
2016-08,Adobe,1941
2016-08,Apple,1563
2016-08,Cisco,1359
2016-08,Fortinet,42
2016-08,Microsoft,3225
2016-08,Oracle,3504
2016-08,Palo Alto,1
2016-08,Samsung,29
2016-09,Adobe,1980
2016-09,Apple,1586
2016-09,Cisco,1385
2016-09,Fortinet,47
2016-09,Microsoft,3279
2016-09,Oracle,3507
2016-09,Palo Alto,1
2016-09,Samsung,29
2016-10,Adobe,2068
2016-10,Apple,1586
2016-10,Cisco,1415
2016-10,Fortinet,49
2016-10,Microsoft,3315
2016-10,Oracle,3654
2016-10,Palo Alto,1
2016-10,Samsung,29
2016-11,Adobe,2080
2016-11,Apple,1586
2016-11,Cisco,1428
2016-11,Fortinet,49
2016-11,Microsoft,3383
2016-11,Oracle,3654
2016-11,Palo Alto,1
2016-11,Samsung,29
2016-12,Adobe,2110
2016-12,Apple,1586
2016-12,Cisco,1456
2016-12,Fortinet,49
2016-12,Microsoft,3424
2016-12,Oracle,3656
2016-12,Palo Alto,1
2016-12,Samsung,29
2017-01,Adobe,2156
2017-01,Apple,1586
2017-01,Cisco,1467
2017-01,Fortinet,49
2017-01,Microsoft,3428
2017-01,Oracle,3889
2017-01,Palo Alto,3
2017-01,Samsung,35
2017-02,Adobe,2180
2017-02,Apple,1634
2017-02,Cisco,1496
2017-02,Fortinet,50
2017-02,Microsoft,3428
2017-02,Oracle,3890
2017-02,Palo Alto,3
2017-02,Samsung,35
2017-03,Adobe,2190
2017-03,Apple,1634
2017-03,Cisco,1512
2017-03,Fortinet,50
2017-03,Microsoft,3564
2017-03,Oracle,3892
2017-03,Palo Alto,4
2017-03,Samsung,37
2017-04,Adobe,2251
2017-04,Apple,1682
2017-04,Cisco,1538
2017-04,Fortinet,51
2017-04,Microsoft,3607
2017-04,Oracle,4068
2017-04,Palo Alto,5
2017-04,Samsung,38
2017-05,Adobe,2259
2017-05,Apple,1702
2017-05,Cisco,1565
2017-05,Fortinet,57
2017-05,Microsoft,3676
2017-05,Oracle,4070
2017-05,Palo Alto,5
2017-05,Samsung,38
2017-06,Adobe,2281
2017-06,Apple,1702
2017-06,Cisco,1601
2017-06,Fortinet,58
2017-06,Microsoft,3778
2017-06,Oracle,4075
2017-06,Palo Alto,5
2017-06,Samsung,40
2017-07,Adobe,2287
2017-07,Apple,1736
2017-07,Cisco,1642
2017-07,Fortinet,59
2017-07,Microsoft,3838
2017-07,Oracle,4079
2017-07,Palo Alto,5
2017-07,Samsung,40
2017-08,Adobe,2367
2017-08,Apple,1737
2017-08,Cisco,1674
2017-08,Fortinet,60
2017-08,Microsoft,3889
2017-08,Oracle,4320
2017-08,Palo Alto,5
2017-08,Samsung,40
2017-09,Adobe,2367
2017-09,Apple,1737
2017-09,Cisco,1697
2017-09,Fortinet,60
2017-09,Microsoft,3944
2017-09,Oracle,4321
2017-09,Palo Alto,5
2017-09,Samsung,40
2017-10,Adobe,2368
2017-10,Apple,1768
2017-10,Cisco,1720
2017-10,Fortinet,63
2017-10,Microsoft,4007
2017-10,Oracle,4504
2017-10,Palo Alto,5
2017-10,Samsung,40
2017-11,Adobe,2368
2017-11,Apple,1784
2017-11,Cisco,1778
2017-11,Fortinet,65
2017-11,Microsoft,4060
2017-11,Oracle,4510
2017-11,Palo Alto,5
2017-11,Samsung,40
2017-12,Adobe,2463
2017-12,Apple,1792
2017-12,Cisco,1779
2017-12,Fortinet,68
2017-12,Microsoft,4094
2017-12,Oracle,4515
2017-12,Palo Alto,6
2017-12,Samsung,42
2018-01,Adobe,2464
2018-01,Apple,1792
2018-01,Cisco,1799
2018-01,Fortinet,68
2018-01,Microsoft,4154
2018-01,Oracle,4684
2018-01,Palo Alto,6
2018-01,Samsung,42
2018-02,Adobe,2508
2018-02,Apple,1793
2018-02,Cisco,1824
2018-02,Fortinet,70
2018-02,Microsoft,4209
2018-02,Oracle,4695
2018-02,Palo Alto,6
2018-02,Samsung,43
2018-03,Adobe,2508
2018-03,Apple,1794
2018-03,Cisco,1844
2018-03,Fortinet,71
2018-03,Microsoft,4284
2018-03,Oracle,4702
2018-03,Palo Alto,6
2018-03,Samsung,44
2018-04,Adobe,2508
2018-04,Apple,1843
2018-04,Cisco,1864
2018-04,Fortinet,72
2018-04,Microsoft,4352
2018-04,Oracle,4840
2018-04,Palo Alto,6
2018-04,Samsung,44
2018-05,Adobe,2545
2018-05,Apple,1843
2018-05,Cisco,1888
2018-05,Fortinet,75
2018-05,Microsoft,4423
2018-05,Oracle,4851
2018-05,Palo Alto,6
2018-05,Samsung,44
2018-06,Adobe,2545
2018-06,Apple,1870
2018-06,Cisco,1922
2018-06,Fortinet,78
2018-06,Microsoft,4479
2018-06,Oracle,4864
2018-06,Palo Alto,6
2018-06,Samsung,45
2018-07,Adobe,2713
2018-07,Apple,1870
2018-07,Cisco,1954
2018-07,Fortinet,78
2018-07,Microsoft,4533
2018-07,Oracle,5075
2018-07,Palo Alto,6
2018-07,Samsung,45
2018-08,Adobe,2726
2018-08,Apple,1870
2018-08,Cisco,1967
2018-08,Fortinet,78
2018-08,Microsoft,4593
2018-08,Oracle,5092
2018-08,Palo Alto,6
2018-08,Samsung,47
2018-09,Adobe,2744
2018-09,Apple,1870
2018-09,Cisco,1967
2018-09,Fortinet,79
2018-09,Microsoft,4658
2018-09,Oracle,5104
2018-09,Palo Alto,6
2018-09,Samsung,55
2018-10,Adobe,2846
2018-10,Apple,1870
2018-10,Cisco,2045
2018-10,Fortinet,79
2018-10,Microsoft,4709
2018-10,Oracle,5281
2018-10,Palo Alto,6
2018-10,Samsung,55
2018-11,Adobe,2850
2018-11,Apple,1873
2018-11,Cisco,2061
2018-11,Fortinet,79
2018-11,Microsoft,4773
2018-11,Oracle,5282
2018-11,Palo Alto,7
2018-11,Samsung,55
2018-12,Adobe,2850
2018-12,Apple,1873
2018-12,Cisco,2063
2018-12,Fortinet,79
2018-12,Microsoft,4813
2018-12,Oracle,5287
2018-12,Palo Alto,8
2018-12,Samsung,55
2019-01,Adobe,2948
2019-01,Apple,1891
2019-01,Cisco,2101
2019-01,Fortinet,80
2019-01,Microsoft,4865
2019-01,Oracle,5451
2019-01,Palo Alto,8
2019-01,Samsung,55
2019-02,Adobe,2948
2019-02,Apple,1891
2019-02,Cisco,2122
2019-02,Fortinet,81
2019-02,Microsoft,4941
2019-02,Oracle,5459
2019-02,Palo Alto,8
2019-02,Samsung,55
2019-03,Adobe,2949
2019-03,Apple,1904
2019-03,Cisco,2126
2019-03,Fortinet,83
2019-03,Microsoft,5008
2019-03,Oracle,5469
2019-03,Palo Alto,11
2019-03,Samsung,59
2019-04,Adobe,2949
2019-04,Apple,1976
2019-04,Cisco,2148
2019-04,Fortinet,86
2019-04,Microsoft,5082
2019-04,Oracle,5637
2019-04,Palo Alto,14
2019-04,Samsung,59
2019-05,Adobe,3156
2019-05,Apple,1976
2019-05,Cisco,2194
2019-05,Fortinet,92
2019-05,Microsoft,5162
2019-05,Oracle,5644
2019-05,Palo Alto,15
2019-05,Samsung,59
2019-06,Adobe,3160
2019-06,Apple,1976
2019-06,Cisco,2222
2019-06,Fortinet,96
2019-06,Microsoft,5251
2019-06,Oracle,5650
2019-06,Palo Alto,15
2019-06,Samsung,60
2019-07,Adobe,3171
2019-07,Apple,1978
2019-07,Cisco,2241
2019-07,Fortinet,96
2019-07,Microsoft,5329
2019-07,Oracle,5814
2019-07,Palo Alto,17
2019-07,Samsung,60
2019-08,Adobe,3289
2019-08,Apple,1981
2019-08,Cisco,2288
2019-08,Fortinet,100
2019-08,Microsoft,5425
2019-08,Oracle,5823
2019-08,Palo Alto,18
2019-08,Samsung,60
2019-09,Adobe,3296
2019-09,Apple,1981
2019-09,Cisco,2295
2019-09,Fortinet,100
2019-09,Microsoft,5506
2019-09,Oracle,5835
2019-09,Palo Alto,18
2019-09,Samsung,61
2019-10,Adobe,3381
2019-10,Apple,1981
2019-10,Cisco,2349
2019-10,Fortinet,101
2019-10,Microsoft,5568
2019-10,Oracle,5980
2019-10,Palo Alto,20
2019-10,Samsung,61
2019-11,Adobe,3392
2019-11,Apple,1981
2019-11,Cisco,2373
2019-11,Fortinet,104
2019-11,Microsoft,5645
2019-11,Oracle,5990
2019-11,Palo Alto,20
2019-11,Samsung,61
2019-12,Adobe,3419
2019-12,Apple,2097
2019-12,Cisco,2373
2019-12,Fortinet,104
2019-12,Microsoft,5682
2019-12,Oracle,6012
2019-12,Palo Alto,20
2019-12,Samsung,62
2020-01,Adobe,3430
2020-01,Apple,2098
2020-01,Cisco,2402
2020-01,Fortinet,110
2020-01,Microsoft,5731
2020-01,Oracle,6220
2020-01,Palo Alto,20
2020-01,Samsung,67
2020-02,Adobe,3475
2020-02,Apple,2113
2020-02,Cisco,2425
2020-02,Fortinet,117
2020-02,Microsoft,5832
2020-02,Oracle,6230
2020-02,Palo Alto,22
2020-02,Samsung,69
2020-03,Adobe,3517
2020-03,Apple,2113
2020-03,Cisco,2438
2020-03,Fortinet,128
2020-03,Microsoft,5949
2020-03,Oracle,6250
2020-03,Palo Alto,22
2020-03,Samsung,69
2020-04,Adobe,3517
2020-04,Apple,2136
2020-04,Cisco,2453
2020-04,Fortinet,130
2020-04,Microsoft,6062
2020-04,Oracle,6487
2020-04,Palo Alto,30
2020-04,Samsung,69
2020-05,Adobe,3517
2020-05,Apple,2137
2020-05,Cisco,2495
2020-05,Fortinet,130
2020-05,Microsoft,6177
2020-05,Oracle,6503
2020-05,Palo Alto,31
2020-05,Samsung,69
2020-06,Adobe,3613
2020-06,Apple,2152
2020-06,Cisco,2523
2020-06,Fortinet,137
2020-06,Microsoft,6309
2020-06,Oracle,6519
2020-06,Palo Alto,33
2020-06,Samsung,69
2020-07,Adobe,3641
2020-07,Apple,2152
2020-07,Cisco,2552
2020-07,Fortinet,137
2020-07,Microsoft,6433
2020-07,Oracle,6704
2020-07,Palo Alto,33
2020-07,Samsung,69
2020-08,Adobe,3669
2020-08,Apple,2152
2020-08,Cisco,2584
2020-08,Fortinet,137
2020-08,Microsoft,6739
2020-08,Oracle,6712
2020-08,Palo Alto,33
2020-08,Samsung,69
2020-09,Adobe,3690
2020-09,Apple,2153
2020-09,Cisco,2622
2020-09,Fortinet,141
2020-09,Microsoft,6965
2020-09,Oracle,6723
2020-09,Palo Alto,33
2020-09,Samsung,69
2020-10,Adobe,3711
2020-10,Apple,2216
2020-10,Cisco,2663
2020-10,Fortinet,142
2020-10,Microsoft,7112
2020-10,Oracle,6838
2020-10,Palo Alto,33
2020-10,Samsung,70
2020-11,Adobe,3728
2020-11,Apple,2217
2020-11,Cisco,2708
2020-11,Fortinet,143
2020-11,Microsoft,7251
2020-11,Oracle,6848
2020-11,Palo Alto,33
2020-11,Samsung,70
2020-12,Adobe,3732
2020-12,Apple,2234
2020-12,Cisco,2712
2020-12,Fortinet,143
2020-12,Microsoft,7354
2020-12,Oracle,6867
2020-12,Palo Alto,35
2020-12,Samsung,70
2021-01,Adobe,3740
2021-01,Apple,2234
2021-01,Cisco,2850
2021-01,Fortinet,148
2021-01,Microsoft,7434
2021-01,Oracle,7003
2021-01,Palo Alto,35
2021-01,Samsung,70
2021-02,Adobe,3776
2021-02,Apple,2234
2021-02,Cisco,2864
2021-02,Fortinet,150
2021-02,Microsoft,7532
2021-02,Oracle,7016
2021-02,Palo Alto,36
2021-02,Samsung,70
2021-03,Adobe,3792
2021-03,Apple,2235
2021-03,Cisco,2875
2021-03,Fortinet,151
2021-03,Microsoft,7713
2021-03,Oracle,7043
2021-03,Palo Alto,37
2021-03,Samsung,88
2021-04,Adobe,3808
2021-04,Apple,2244
2021-04,Cisco,2907
2021-04,Fortinet,154
2021-04,Microsoft,7930
2021-04,Oracle,7191
2021-04,Palo Alto,39
2021-04,Samsung,97
2021-05,Adobe,3809
2021-05,Apple,2244
2021-05,Cisco,2947
2021-05,Fortinet,155
2021-05,Microsoft,8055
2021-05,Oracle,7197
2021-05,Palo Alto,39
2021-05,Samsung,97
2021-06,Adobe,3828
2021-06,Apple,2246
2021-06,Cisco,2968
2021-06,Fortinet,158
2021-06,Microsoft,8169
2021-06,Oracle,7215
2021-06,Palo Alto,43
2021-06,Samsung,112
2021-07,Adobe,1
2021-07,Cisco,8
2021-07,Fortinet,2
2021-07,Microsoft,5255
2021-07,Oracle,1
2021-08,Adobe,80
2021-08,Apple,12
2021-08,Cisco,24
2021-08,Fortinet,19
2021-08,Microsoft,5353
2021-08,Oracle,29
2021-08,Samsung,2
2021-09,Adobe,226
2021-09,Apple,30
2021-09,Cisco,39
2021-09,Fortinet,26
2021-09,Microsoft,5483
2021-09,Oracle,34
2021-09,Palo Alto,2
2021-09,Samsung,7
2021-10,Adobe,239
2021-10,Apple,39
2021-10,Cisco,77
2021-10,Fortinet,32
2021-10,Microsoft,5663
2021-10,Oracle,134
2021-10,Palo Alto,3
2021-10,Samsung,15
2021-11,Adobe,284
2021-11,Apple,39
2021-11,Cisco,92
2021-11,Fortinet,50
2021-11,Microsoft,5771
2021-11,Oracle,140
2021-11,Palo Alto,6
2021-11,Samsung,21
2021-12,Adobe,312
2021-12,Apple,41
2021-12,Cisco,92
2021-12,Fortinet,84
2021-12,Microsoft,5903
2021-12,Oracle,147
2021-12,Palo Alto,6
2021-12,Samsung,30
2022-01,Adobe,358
2022-01,Apple,41
2022-01,Cisco,108
2022-01,Fortinet,84
2022-01,Microsoft,6258
2022-01,Oracle,236
2022-01,Palo Alto,10
2022-01,Samsung,38
2022-02,Adobe,376
2022-02,Apple,44
2022-02,Cisco,113
2022-02,Fortinet,92
2022-02,Microsoft,6401
2022-02,Oracle,242
2022-02,Palo Alto,17
2022-02,Samsung,47
2022-03,Adobe,429
2022-03,Apple,64
2022-03,Cisco,113
2022-03,Fortinet,103
2022-03,Microsoft,6602
2022-03,Oracle,251
2022-03,Palo Alto,17
2022-03,Samsung,55
2022-04,Adobe,430
2022-04,Apple,64
2022-04,Cisco,146
2022-04,Fortinet,123
2022-04,Microsoft,6871
2022-04,Oracle,321
2022-04,Palo Alto,17
2022-04,Samsung,71
2022-05,Adobe,527
2022-05,Apple,69
2022-05,Cisco,185
2022-05,Fortinet,132
2022-05,Microsoft,7036
2022-05,Oracle,332
2022-05,Palo Alto,20
2022-05,Samsung,75
2022-06,Adobe,574
2022-06,Apple,70
2022-06,Cisco,193
2022-06,Fortinet,139
2022-06,Microsoft,7158
2022-06,Oracle,336
2022-06,Palo Alto,20
2022-06,Samsung,95
2022-07,Adobe,608
2022-07,Apple,71
2022-07,Cisco,232
2022-07,Fortinet,150
2022-07,Microsoft,7298
2022-07,Oracle,423
2022-07,Palo Alto,20
2022-07,Samsung,104
2022-08,Adobe,635
2022-08,Apple,72
2022-08,Cisco,240
2022-08,Fortinet,153
2022-08,Microsoft,7534
2022-08,Oracle,423
2022-08,Palo Alto,20
2022-08,Samsung,117
2022-09,Adobe,701
2022-09,Apple,87
2022-09,Cisco,251
2022-09,Fortinet,165
2022-09,Microsoft,7705
2022-09,Oracle,423
2022-09,Palo Alto,21
2022-09,Samsung,148
2022-10,Adobe,734
2022-10,Apple,88
2022-10,Cisco,259
2022-10,Fortinet,176
2022-10,Microsoft,7882
2022-10,Oracle,475
2022-10,Palo Alto,21
2022-10,Samsung,170
2022-11,Adobe,734
2022-11,Apple,98
2022-11,Cisco,301
2022-11,Fortinet,192
2022-11,Microsoft,7988
2022-11,Oracle,478
2022-11,Palo Alto,22
2022-11,Samsung,175
2022-12,Adobe,773
2022-12,Apple,111
2022-12,Cisco,301
2022-12,Fortinet,199
2022-12,Microsoft,8127
2022-12,Oracle,479
2022-12,Palo Alto,22
2022-12,Samsung,179
2023-01,Adobe,804
2023-01,Apple,112
2023-01,Cisco,319
2023-01,Fortinet,204
2023-01,Microsoft,8304
2023-01,Oracle,540
2023-01,Palo Alto,22
2023-01,Samsung,179
2023-02,Adobe,832
2023-02,Apple,125
2023-02,Cisco,325
2023-02,Fortinet,244
2023-02,Microsoft,8466
2023-02,Oracle,541
2023-02,Palo Alto,25
2023-02,Samsung,188
2023-03,Adobe,938
2023-03,Apple,125
2023-03,Cisco,345
2023-03,Fortinet,260
2023-03,Microsoft,8658
2023-03,Oracle,542
2023-03,Palo Alto,25
2023-03,Samsung,192
2023-04,Adobe,995
2023-04,Apple,126
2023-04,Cisco,365
2023-04,Fortinet,279
2023-04,Microsoft,8856
2023-04,Oracle,622
2023-04,Palo Alto,26
2023-04,Samsung,192
2023-05,Adobe,1009
2023-05,Apple,132
2023-05,Cisco,381
2023-05,Fortinet,287
2023-05,Microsoft,8955
2023-05,Oracle,622
2023-05,Palo Alto,26
2023-05,Samsung,202
2023-06,Adobe,1027
2023-06,Apple,141
2023-06,Cisco,392
2023-06,Fortinet,310
2023-06,Microsoft,9106
2023-06,Oracle,622
2023-06,Palo Alto,27
2023-06,Samsung,203
2023-07,Adobe,1049
2023-07,Apple,153
2023-07,Cisco,394
2023-07,Fortinet,314
2023-07,Microsoft,9324
2023-07,Oracle,666
2023-07,Palo Alto,27
2023-07,Samsung,210
2023-08,Adobe,1086
2023-08,Apple,154
2023-08,Cisco,419
2023-08,Fortinet,315
2023-08,Microsoft,9432
2023-08,Oracle,667
2023-08,Palo Alto,27
2023-08,Samsung,217
2023-09,Adobe,1147
2023-09,Apple,163
2023-09,Cisco,434
2023-09,Fortinet,328
2023-09,Microsoft,9554
2023-09,Oracle,669
2023-09,Palo Alto,28
2023-09,Samsung,226
2023-10,Adobe,1159
2023-10,Apple,167
2023-10,Cisco,437
2023-10,Fortinet,363
2023-10,Microsoft,9762
2023-10,Oracle,720
2023-10,Palo Alto,28
2023-10,Samsung,230
2023-11,Adobe,1229
2023-11,Apple,169
2023-11,Cisco,475
2023-11,Fortinet,366
2023-11,Microsoft,9893
2023-11,Oracle,720
2023-11,Palo Alto,29
2023-11,Samsung,247
2023-12,Adobe,1449
2023-12,Apple,171
2023-12,Cisco,476
2023-12,Fortinet,369
2023-12,Microsoft,9975
2023-12,Oracle,720
2023-12,Palo Alto,29
2023-12,Samsung,258
2024-01,Adobe,1457
2024-01,Apple,174
2024-01,Cisco,487
2024-01,Fortinet,369
2024-01,Microsoft,10100
2024-01,Oracle,750
2024-01,Palo Alto,29
2024-01,Samsung,264
2024-02,Adobe,1495
2024-02,Apple,175
2024-02,Cisco,494
2024-02,Fortinet,374
2024-02,Microsoft,10239
2024-02,Oracle,793
2024-02,Palo Alto,29
2024-02,Samsung,272
2024-03,Adobe,1551
2024-03,Apple,178
2024-03,Cisco,505
2024-03,Fortinet,380
2024-03,Microsoft,10339
2024-03,Oracle,793
2024-03,Palo Alto,31
2024-03,Samsung,278
2024-04,Adobe,1580
2024-04,Apple,180
2024-04,Cisco,522
2024-04,Fortinet,393
2024-04,Microsoft,10569
2024-04,Oracle,921
2024-04,Palo Alto,32
2024-04,Samsung,283
2024-05,Adobe,1625
2024-05,Apple,180
2024-05,Cisco,539
2024-05,Fortinet,411
2024-05,Microsoft,10751
2024-05,Oracle,921
2024-05,Palo Alto,32
2024-05,Samsung,290
2024-06,Adobe,1792
2024-06,Apple,179
2024-06,Cisco,541
2024-06,Fortinet,419
2024-06,Microsoft,10856
2024-06,Oracle,921
2024-06,Palo Alto,37
2024-06,Samsung,292
2024-07,Adobe,1802
